fold,horizon,seed,model,ablation_mode,feature_group,baseline_accuracy,accuracy,delta_accuracy,baseline_macro_f1,macro_f1,delta_macro_f1,baseline_mcc,mcc,delta_mcc,baseline_ece,ece,delta_ece,interpretation
fold_1,10,0,logistic,remove_one_group,volatility_proxy,0.6322368935073053,0.6319243690913353,-0.0003125244159699614,0.4047283174464407,0.4048944164348576,0.00016609898841685178,0.2464918021031744,0.245343329202694,-0.0011484729004803962,0.02815397537260498,0.02799665455998574,-0.00015732081261923825,neutral
fold_1,10,0,logistic,only_one_group,price_levels,0.6322368935073053,0.5911659765085814,-0.041070916998723894,0.4047283174464407,0.24779140157690624,-0.15693691586953448,0.2464918021031744,0.005187412117908834,-0.24130438998526557,0.02815397537260498,0.027651949688414692,-0.0005020256841902875,hurt
fold_1,10,0,logistic,only_one_group,size_levels,0.6322368935073053,0.590775320988619,-0.04146157251868632,0.4047283174464407,0.24916098030385236,-0.15556733714258836,0.2464918021031744,0.004658600733453566,-0.24183320136972083,0.02815397537260498,0.019106266235258924,-0.009047709137346056,hurt
fold_1,10,0,logistic,only_one_group,top_of_book,0.6322368935073053,0.5911659765085814,-0.041070916998723894,0.4047283174464407,0.24768670071144863,-0.1570416167349921,0.2464918021031744,0.0,-0.2464918021031744,0.02815397537260498,0.01981889341081693,-0.00833508196178805,hurt
fold_1,10,0,logistic,only_one_group,spread,0.6322368935073053,0.5951506628121989,-0.037086230695106415,0.4047283174464407,0.2679444718520541,-0.1367838455943866,0.2464918021031744,0.07481206057331223,-0.17167974152986215,0.02815397537260498,0.03778186870719525,0.00962789333459027,hurt
fold_1,10,0,logistic,only_one_group,midprice,0.6322368935073053,0.5911659765085814,-0.041070916998723894,0.4047283174464407,0.24768670071144863,-0.1570416167349921,0.2464918021031744,0.0,-0.2464918021031744,0.02815397537260498,0.022501006455983043,-0.005652968916621936,hurt
fold_1,10,0,logistic,only_one_group,microprice,0.6322368935073053,0.5911659765085814,-0.041070916998723894,0.4047283174464407,0.24768670071144863,-0.1570416167349921,0.2464918021031744,0.0,-0.2464918021031744,0.02815397537260498,0.02340295096260706,-0.0047510244099979206,hurt
fold_1,10,0,logistic,only_one_group,top_of_book_imbalance,0.6322368935073053,0.5911399328072505,-0.04109696070005475,0.4047283174464407,0.24768795115643363,-0.1570403662900071,0.2464918021031744,0.000477587445295478,-0.24601421465787893,0.02815397537260498,0.04507966885833683,0.01692569348573185,hurt
fold_1,10,0,logistic,only_one_group,depth_imbalance,0.6322368935073053,0.5908794957939423,-0.041357397713363,0.4047283174464407,0.2476193594508019,-0.15710895799563881,0.2464918021031744,-0.00796701458071459,-0.254458816683889,0.02815397537260498,0.04505643166406018,0.016902456291455203,hurt
fold_1,10,0,logistic,only_one_group,depth_slope,0.6322368935073053,0.5911659765085814,-0.041070916998723894,0.4047283174464407,0.24768670071144863,-0.1570416167349921,0.2464918021031744,0.0,-0.2464918021031744,0.02815397537260498,0.05296687981588609,0.02481290444328111,hurt
