model_name,split,confidence_threshold,cost_bps,latency_steps,fold_count,coverage_mean,eligible_predictions_mean,turnover_proxy_mean,gross_signal_return_proxy_mean,cost_proxy_mean,net_signal_return_proxy_mean,net_signal_return_proxy_std,hit_rate_proxy_mean,status
random_forest,test,0.0,5.0,0,5,1.0,16671.4,15191.0,9.824365963998629,5.0,4.824365963998628,5.424951177079137,0.601966374238325,ok
random_forest,test,0.0,5.0,1,5,1.0,16670.4,15190.0,9.963590599004672,5.0,4.963590599004671,5.29031586061599,0.6019812137288194,ok
random_forest,test,0.5,0.0,0,5,0.5261848890536227,8857.2,8620.8,8.834683888259775,0.0,8.834683888259775,5.00465437430751,0.7085968675976854,ok
random_forest,test,0.5,0.0,1,5,0.5261943529522707,8856.8,8620.4,8.056001192803246,0.0,8.056001192803246,4.260117788373455,0.7086438327875367,ok
random_forest,test,0.5,0.5,0,5,0.5261848890536227,8857.2,8620.8,8.834683888259775,0.5,8.334683888259775,5.00465437430751,0.7085968675976854,ok
random_forest,test,0.5,0.5,1,5,0.5261943529522707,8856.8,8620.4,8.056001192803246,0.5,7.556001192803246,4.260117788373455,0.7086438327875367,ok
random_forest,test,0.5,1.0,0,5,0.5261848890536227,8857.2,8620.8,8.834683888259775,1.0,7.834683888259775,5.00465437430751,0.7085968675976854,ok
random_forest,test,0.5,1.0,1,5,0.5261943529522707,8856.8,8620.4,8.056001192803246,1.0,7.056001192803246,4.260117788373455,0.7086438327875367,ok
random_forest,test,0.5,5.0,0,5,0.5261848890536227,8857.2,8620.8,8.834683888259775,5.0,3.834683888259775,5.00465437430751,0.7085968675976854,ok
random_forest,test,0.5,5.0,1,5,0.5261943529522707,8856.8,8620.4,8.056001192803246,5.0,3.0560011928032456,4.260117788373455,0.7086438327875367,ok
random_forest,test,0.6,0.0,0,5,0.26288276228070634,4499.8,4476.4,8.587376563426194,0.0,8.587376563426194,6.877307722036886,0.7703557699654018,ok
random_forest,test,0.6,0.0,1,5,0.26287758696376,4499.4,4476.0,5.301053421748182,0.0,5.301053421748182,5.866279530272334,0.7704377475901343,ok
random_forest,test,0.6,0.5,0,5,0.26288276228070634,4499.8,4476.4,8.587376563426194,0.5,8.087376563426194,6.877307722036886,0.7703557699654018,ok
random_forest,test,0.6,0.5,1,5,0.26287758696376,4499.4,4476.0,5.301053421748182,0.5,4.801053421748182,5.866279530272334,0.7704377475901343,ok
random_forest,test,0.6,1.0,0,5,0.26288276228070634,4499.8,4476.4,8.587376563426194,1.0,7.5873765634261945,6.877307722036886,0.7703557699654018,ok
